Customer ID,Age,Gender,City,Subscription Type,Monthly Spending,Tenure,Number of Purchases,Customer Support Requests,Login Frequency,Last Activity Date,Satisfaction Score,Churn Status
CUST-10309,38,Male,Rawalpindi,Basic,19.8,33,43,10,9,2025-11-08,4,0
CUST-10310,45,Male,Quetta,Basic,19.08,19,35,3,25,2026-03-21,4,0
CUST-10311,46,Female,Karachi,Standard,58.26,17,47,10,24,2025-12-19,3,0
CUST-10312,65,Male,Multan,Standard,64.19,3,12,1,3,2026-05-18,5,0
CUST-10313,21,Female,Quetta,Standard,65.23,21,3,6,29,2025-07-26,4,0
CUST-10314,67,Male,Karachi,Premium,107.99,34,13,5,24,2026-02-19,3,1
CUST-10315,60,Male,Islamabad,Standard,35.01,48,5,7,30,2025-07-20,4,0
CUST-10316,36,Male,Lahore,Basic,25.35,60,30,3,6,2026-03-19,4,0
CUST-10317,41,Female,Faisalabad,Premium,87.97,10,24,0,21,2025-08-05,4,0
CUST-10318,68,Female,Lahore,Premium,98.26,45,40,7,2,2026-03-27,5,0
CUST-10319,44,Male,Islamabad,Basic,18.67,20,40,5,10,2026-01-08,4,0
CUST-10320,27,Female,Karachi,Standard,61.83,65,33,1,20,2025-10-03,2,1
CUST-10321,69,Male,Karachi,Standard,38.44,68,19,3,23,2025-10-10,2,0
CUST-10322,25,Female,Islamabad,Standard,49.4,8,3,10,12,2026-01-20,2,1
CUST-10323,54,Male,Lahore,Premium,107.55,38,12,8,24,2025-10-23,5,0
CUST-10324,64,Male,Faisalabad,Premium,87.12,55,20,0,17,2025-12-31,5,0
CUST-10325,26,Male,Multan,Basic,15.25,46,12,7,10,2025-07-03,1,1
CUST-10326,35,Male,Multan,Basic,17.45,57,36,4,8,2025-09-06,5,0
CUST-10327,47,Male,Rawalpindi,Standard,58.21,32,48,7,21,2025-10-31,4,0
CUST-10328,24,Male,Faisalabad,Standard,52.28,42,28,2,16,2025-10-21,3,1
CUST-10329,30,Male,Faisalabad,Standard,35.68,58,46,10,8,2025-08-06,1,1
CUST-10330,46,Male,Rawalpindi,Standard,52.99,59,13,1,16,2026-02-23,3,1
CUST-10331,23,Female,Islamabad,Standard,65.23,69,13,7,27,2026-04-25,4,0
CUST-10332,39,Female,Multan,Premium,106.4,40,47,3,12,2026-04-22,2,0
CUST-10333,31,Male,Rawalpindi,Standard,64.87,59,11,9,6,2026-05-16,4,0
CUST-10334,60,Female,Peshawar,Basic,26.05,9,25,5,24,2025-09-10,3,1
CUST-10335,57,Male,Islamabad,Basic,25.1,32,37,5,16,2026-05-26,4,0
CUST-10336,52,Male,Quetta,Premium,118.61,7,49,5,27,2025-10-07,3,1
CUST-10337,50,Male,Peshawar,Premium,80.13,22,31,4,26,2025-11-04,1,1
CUST-10338,34,Female,Islamabad,Premium,73.96,10,34,1,11,2026-03-13,4,0
CUST-10339,69,Male,Rawalpindi,Standard,59.28,52,1,2,26,2026-02-21,5,0
CUST-10340,64,Male,Multan,Premium,109.43,48,21,5,20,2026-04-11,4,0
CUST-10341,30,Female,Lahore,Standard,57.15,6,12,5,24,2025-12-27,4,1
CUST-10342,64,Male,Peshawar,Premium,71.28,47,32,1,12,2025-08-19,2,0
CUST-10343,69,Female,Peshawar,Premium,81.62,16,13,1,20,2025-10-09,4,0
CUST-10344,65,Female,Peshawar,Basic,13.34,38,32,2,9,2025-07-10,2,1
CUST-10345,55,Male,Peshawar,Basic,12.15,35,4,6,28,2026-01-30,5,0
CUST-10346,51,Female,Faisalabad,Standard,45.78,46,3,7,20,2025-11-04,2,1
CUST-10347,35,Male,Islamabad,Standard,37.65,35,43,7,17,2025-10-04,2,1
CUST-10348,29,Male,Multan,Premium,107.1,27,23,4,17,2026-05-24,2,1
CUST-10349,46,Female,Quetta,Standard,32.54,66,35,4,11,2026-04-17,1,1
CUST-10350,58,Male,Rawalpindi,Standard,34.43,34,2,5,2,2026-02-12,2,1
CUST-10351,24,Male,Islamabad,Standard,37.29,64,9,9,6,2025-11-06,3,0
CUST-10352,34,Female,Lahore,Basic,20.3,40,40,2,20,2026-05-31,4,0
CUST-10353,56,Female,Lahore,Standard,48.58,71,29,10,18,2025-07-05,5,0
CUST-10354,40,Male,Peshawar,Premium,78.29,34,29,2,22,2026-02-15,1,1
CUST-10355,60,Female,Peshawar,Standard,56.87,12,21,10,19,2026-03-23,3,1
CUST-10356,67,Female,Lahore,Basic,21.3,63,22,10,7,2025-06-23,5,0
CUST-10357,59,Male,Peshawar,Standard,36.71,22,18,5,25,2026-04-30,4,0
CUST-10358,43,Male,Quetta,Premium,84.25,54,36,1,6,2026-02-27,5,0
CUST-10359,37,Female,Multan,Premium,109.15,42,16,5,27,2026-02-01,1,1
CUST-10360,62,Male,Quetta,Premium,117.05,50,22,6,12,2025-12-25,3,1
CUST-10361,49,Female,Multan,Basic,15.01,72,19,4,1,2025-09-18,3,1
CUST-10362,19,Female,Multan,Standard,69.22,11,35,7,28,2026-06-16,2,1
CUST-10363,42,Female,Karachi,Standard,43.22,23,23,7,6,2026-03-29,3,1
CUST-10364,65,Male,Faisalabad,Standard,32.32,11,18,6,10,2026-03-29,1,1
CUST-10365,48,Female,Multan,Premium,71.33,12,39,9,22,2026-01-08,3,1
CUST-10366,44,Male,Islamabad,Premium,89.11,10,32,6,2,2026-06-05,3,1
CUST-10367,38,Male,Rawalpindi,Standard,61.1,62,20,9,11,2026-04-23,2,1
CUST-10368,43,Female,Karachi,Standard,50.14,64,30,1,19,2025-07-10,3,0
CUST-10369,68,Female,Faisalabad,Premium,115.68,70,20,8,28,2025-09-18,2,1
CUST-10370,35,Female,Quetta,Standard,67.29,22,43,6,25,2025-09-28,4,0
CUST-10371,28,Female,Faisalabad,Standard,47.01,4,31,0,25,2025-10-26,1,0
CUST-10372,59,Male,Karachi,Standard,62.66,50,43,3,5,2025-12-30,5,0
CUST-10373,40,Female,Rawalpindi,Premium,80.73,32,9,1,23,2025-09-09,3,1
CUST-10374,58,Male,Multan,Premium,77.19,27,49,2,28,2025-07-20,4,0
CUST-10375,27,Female,Quetta,Premium,90.48,69,24,8,13,2026-02-08,1,1
CUST-10376,25,Female,Quetta,Basic,11.83,67,49,8,27,2025-12-28,3,0
CUST-10377,63,Female,Peshawar,Premium,89.64,60,21,0,13,2025-12-28,2,0
CUST-10378,63,Female,Rawalpindi,Premium,102.13,33,26,8,1,2025-09-20,3,1
CUST-10379,26,Male,Faisalabad,Premium,103.35,55,46,6,4,2025-08-26,5,0
CUST-10380,70,Female,Rawalpindi,Basic,15.96,13,28,2,2,2025-10-17,3,0
CUST-10381,54,Male,Lahore,Standard,50.25,45,47,8,18,2026-03-28,3,1
CUST-10382,34,Female,Faisalabad,Premium,84.88,29,50,1,3,2026-02-14,3,0
CUST-10383,69,Male,Multan,Standard,33.08,58,13,9,27,2025-09-24,5,0
CUST-10384,40,Female,Faisalabad,Basic,29.23,29,17,6,14,2026-04-24,4,0
CUST-10385,31,Female,Karachi,Standard,50.61,20,38,1,21,2025-11-04,4,0
CUST-10386,52,Female,Multan,Basic,24.89,15,11,7,20,2025-07-20,4,0
CUST-10387,25,Male,Islamabad,Premium,78.26,61,1,8,22,2025-12-05,3,1
CUST-10388,53,Male,Karachi,Standard,34.06,27,12,4,20,2026-05-24,4,0
CUST-10389,28,Female,Karachi,Basic,20.09,28,49,2,30,2025-08-07,4,0
CUST-10390,50,Female,Multan,Standard,42.35,29,38,8,27,2025-08-05,5,0
CUST-10391,23,Female,Faisalabad,Standard,51.43,17,14,0,27,2025-08-20,3,0
CUST-10392,34,Female,Multan,Basic,15.61,6,3,0,29,2025-12-09,4,0
CUST-10393,23,Male,Multan,Standard,42.92,18,23,1,30,2025-08-04,1,1
CUST-10394,68,Female,Multan,Basic,14.57,64,28,4,27,2025-08-22,3,0
CUST-10395,53,Male,Lahore,Premium,99.25,36,15,3,30,2025-12-26,5,0
CUST-10396,62,Female,Faisalabad,Premium,83.8,13,40,10,18,2025-07-10,3,1
CUST-10397,48,Male,Multan,Basic,10.67,43,18,8,12,2025-09-28,2,1
CUST-10398,36,Female,Quetta,Standard,68.23,9,2,4,21,2026-05-21,5,0
CUST-10399,68,Female,Lahore,Standard,40.29,37,27,0,22,2025-10-31,5,0
CUST-10400,49,Male,Faisalabad,Standard,41.77,29,36,5,8,2025-12-12,1,1
CUST-10401,64,Female,Islamabad,Standard,36.2,54,15,8,19,2025-10-26,5,0
CUST-10402,52,Male,Rawalpindi,Basic,22.3,32,23,3,15,2025-12-09,3,0
CUST-10403,56,Male,Quetta,Basic,16.67,1,16,2,27,2025-12-05,3,0
CUST-10404,59,Male,Peshawar,Basic,28.74,50,27,3,25,2025-11-09,4,0
CUST-10405,26,Female,Karachi,Standard,63.11,28,35,1,26,2026-02-27,3,1
CUST-10406,46,Male,Peshawar,Basic,15.44,67,45,4,13,2026-06-18,1,1
CUST-10407,54,Male,Quetta,Basic,17.34,46,46,6,19,2026-05-21,2,1
CUST-10408,70,Male,Islamabad,Standard,66.82,46,46,8,20,2025-07-13,2,1
CUST-10409,34,Female,Multan,Premium,91.06,15,10,10,17,2025-10-16,3,1
CUST-10410,48,Female,Quetta,Standard,34.38,33,21,0,30,2025-11-10,3,0
CUST-10411,56,Male,Faisalabad,Basic,25.96,47,19,3,13,2026-04-09,2,0
CUST-10412,19,Male,Multan,Basic,23.56,19,21,5,24,2025-09-26,4,0
CUST-10413,45,Male,Lahore,Basic,26.19,23,23,1,7,2026-02-19,3,0
CUST-10414,70,Male,Multan,Standard,61.82,29,16,3,26,2025-09-13,1,1
CUST-10415,42,Male,Multan,Basic,24.24,26,9,7,2,2026-05-05,2,1
CUST-10416,37,Male,Rawalpindi,Standard,32.84,14,32,9,4,2025-07-20,5,0
CUST-10417,34,Female,Karachi,Standard,54.45,46,49,10,29,2026-03-27,5,0
CUST-10418,40,Male,Rawalpindi,Standard,60.29,30,3,9,30,2025-07-15,3,0
CUST-10419,38,Female,Multan,Premium,84.64,72,11,2,18,2026-04-26,2,0
CUST-10420,30,Male,Faisalabad,Premium,86.9,71,13,2,4,2025-10-23,1,0
CUST-10421,60,Male,Lahore,Standard,56.98,66,46,1,19,2025-08-04,4,0
CUST-10422,53,Male,Faisalabad,Standard,55.62,40,36,7,1,2026-06-13,5,0
CUST-10423,36,Female,Islamabad,Premium,92.95,33,23,7,25,2026-03-05,5,0
CUST-10424,64,Female,Faisalabad,Basic,18.69,51,7,9,28,2025-06-27,3,1
CUST-10425,37,Male,Lahore,Premium,97.8,54,12,8,22,2025-11-21,1,1
CUST-10426,67,Male,Faisalabad,Standard,32.68,10,47,1,17,2025-09-08,1,1
CUST-10427,24,Female,Islamabad,Standard,38.12,63,5,6,7,2025-11-02,2,1
CUST-10428,62,Female,Lahore,Standard,48.28,18,18,6,20,2025-07-29,2,1
CUST-10429,55,Female,Quetta,Standard,65.51,26,13,2,4,2025-09-17,4,0
CUST-10430,38,Female,Faisalabad,Basic,21.35,15,5,6,1,2025-12-26,3,1
CUST-10431,38,Female,Rawalpindi,Basic,11.01,54,48,3,12,2025-08-13,5,0
CUST-10432,50,Male,Faisalabad,Standard,67.67,69,41,9,23,2026-01-28,3,1
CUST-10433,69,Male,Karachi,Premium,95.67,21,47,1,16,2025-11-17,3,0
CUST-10434,24,Male,Faisalabad,Premium,116.37,66,22,9,9,2026-05-04,3,1
CUST-10435,45,Male,Karachi,Basic,13.62,69,12,0,15,2025-10-14,1,0
CUST-10436,30,Male,Karachi,Standard,36.21,60,42,3,11,2025-10-25,3,0
CUST-10437,68,Male,Karachi,Premium,108.97,15,19,9,16,2026-06-04,1,1
CUST-10438,50,Male,Rawalpindi,Premium,92.56,28,32,6,23,2026-03-30,2,1
CUST-10439,27,Female,Islamabad,Premium,114.02,48,9,8,10,2026-01-03,5,0
CUST-10440,41,Female,Multan,Basic,22.23,61,1,2,8,2025-09-02,4,0
CUST-10441,40,Female,Rawalpindi,Basic,17.45,1,36,9,30,2026-04-30,4,1
CUST-10442,46,Female,Quetta,Standard,31.67,31,6,5,29,2026-01-21,5,0
CUST-10443,50,Male,Karachi,Basic,29.24,54,2,6,22,2025-08-19,2,1
CUST-10444,35,Male,Lahore,Standard,47.81,51,38,4,24,2026-03-07,5,0
CUST-10445,57,Male,Quetta,Premium,75.94,50,48,3,15,2026-03-31,1,1
CUST-10446,65,Female,Lahore,Premium,76.18,70,1,6,15,2025-09-28,5,0
CUST-10447,47,Male,Islamabad,Premium,80.84,70,36,5,14,2025-12-14,1,1
CUST-10448,50,Male,Rawalpindi,Premium,117.35,22,2,3,26,2025-10-18,4,0
CUST-10449,24,Male,Rawalpindi,Basic,27.22,40,18,1,17,2025-08-22,3,1
CUST-10450,30,Female,Multan,Standard,57.59,58,32,0,3,2025-08-17,1,1
CUST-10451,25,Female,Islamabad,Premium,113.79,31,9,0,15,2026-04-29,2,0
CUST-10452,32,Female,Rawalpindi,Basic,17.75,52,17,3,4,2025-11-09,1,1
CUST-10453,23,Male,Lahore,Basic,23.77,1,34,10,6,2025-09-05,2,1
CUST-10454,56,Male,Rawalpindi,Standard,38.33,2,3,4,4,2025-10-07,5,0
CUST-10455,67,Female,Lahore,Premium,86.14,66,31,10,12,2026-05-05,1,1
CUST-10456,20,Male,Rawalpindi,Standard,45.9,11,5,10,5,2026-04-17,4,1
CUST-10457,32,Male,Faisalabad,Basic,24.54,47,15,7,29,2026-01-09,5,0
CUST-10458,56,Female,Rawalpindi,Standard,52.42,64,50,7,5,2026-04-20,3,1
CUST-10459,56,Female,Lahore,Basic,18.25,68,20,3,4,2025-07-24,1,1
CUST-10460,20,Male,Quetta,Standard,54.97,57,12,10,29,2025-08-04,5,0
CUST-10461,65,Male,Karachi,Basic,18.41,41,20,0,21,2025-11-04,1,0
CUST-10462,46,Female,Rawalpindi,Basic,11.76,16,2,9,25,2025-08-12,2,1
CUST-10463,66,Male,Islamabad,Standard,51.91,43,14,0,5,2026-06-03,1,0
CUST-10464,36,Male,Quetta,Standard,54.69,39,44,9,16,2026-01-23,1,1
CUST-10465,30,Male,Faisalabad,Premium,89.28,50,6,3,22,2025-11-15,2,1
CUST-10466,69,Female,Karachi,Premium,77.95,26,40,2,10,2026-04-02,1,0
CUST-10467,63,Male,Quetta,Standard,61.2,42,4,4,1,2025-10-15,4,0
CUST-10468,41,Male,Faisalabad,Basic,27.3,72,9,0,27,2026-04-06,3,0
CUST-10469,39,Male,Karachi,Basic,28.37,37,45,2,7,2026-04-18,3,0
CUST-10470,34,Female,Islamabad,Standard,51.08,28,38,6,29,2025-08-18,1,1
CUST-10471,48,Female,Quetta,Basic,20.61,22,33,7,28,2026-01-13,4,0
CUST-10472,37,Male,Islamabad,Basic,28.8,64,40,7,27,2025-07-27,4,0
CUST-10473,35,Female,Multan,Basic,14.07,53,9,10,1,2025-10-08,3,1
CUST-10474,59,Male,Lahore,Premium,119.56,46,19,5,18,2026-01-29,3,1
CUST-10475,46,Male,Islamabad,Premium,88.64,46,24,10,9,2025-12-16,1,1
CUST-10476,42,Female,Lahore,Premium,80.54,19,45,7,14,2025-11-29,4,0
CUST-10477,31,Female,Multan,Premium,106.62,51,2,7,16,2026-01-03,1,1
CUST-10478,18,Female,Peshawar,Premium,105.35,16,23,1,23,2026-03-08,3,1
CUST-10479,23,Female,Lahore,Standard,62.58,11,43,2,17,2025-08-11,3,0
CUST-10480,32,Female,Peshawar,Standard,60.35,70,10,8,30,2025-09-28,5,0
CUST-10481,57,Male,Rawalpindi,Basic,28.52,8,12,6,1,2026-02-20,5,1
CUST-10482,44,Male,Karachi,Standard,62.48,48,48,0,24,2025-11-30,2,0
CUST-10483,35,Female,Lahore,Premium,118.82,57,1,5,23,2025-07-17,5,0
CUST-10484,46,Male,Peshawar,Premium,117.4,44,20,7,27,2026-01-22,5,0
CUST-10485,63,Female,Quetta,Standard,44.47,68,33,10,22,2026-04-07,4,0
CUST-10486,36,Male,Islamabad,Premium,101.47,3,31,3,26,2026-05-25,5,1
CUST-10487,66,Female,Rawalpindi,Basic,13.76,62,5,1,17,2025-07-27,5,0
CUST-10488,46,Female,Faisalabad,Standard,50.27,71,12,3,11,2025-07-25,2,0
CUST-10489,46,Female,Quetta,Standard,54.79,15,39,10,24,2026-02-08,4,0
CUST-10490,55,Female,Lahore,Standard,59.98,29,18,1,20,2026-03-30,1,0
CUST-10491,42,Male,Lahore,Standard,33.06,62,29,7,24,2025-07-11,4,0
CUST-10492,51,Female,Karachi,Basic,14.72,1,12,8,7,2026-01-19,1,1
CUST-10493,29,Female,Lahore,Basic,18.09,21,4,4,29,2025-10-23,4,0
CUST-10494,26,Female,Quetta,Basic,12.35,37,44,3,12,2025-06-22,2,1
CUST-10495,44,Female,Islamabad,Basic,10.45,59,16,4,12,2026-02-27,2,1
CUST-10496,30,Male,Karachi,Basic,28.16,16,5,4,29,2025-09-27,4,0
CUST-10497,39,Female,Peshawar,Standard,54.17,19,37,9,18,2025-08-28,1,1
CUST-10498,67,Female,Peshawar,Standard,60.45,44,2,2,12,2025-07-22,2,0
CUST-10499,61,Male,Faisalabad,Standard,61.94,1,50,9,8,2026-01-15,2,1
CUST-10500,42,Male,Islamabad,Standard,42.3,52,13,7,16,2025-07-01,2,1
CUST-10501,34,Male,Peshawar,Premium,73.47,3,14,4,19,2026-03-21,5,1
CUST-10502,29,Female,Rawalpindi,Standard,57.53,33,4,7,12,2025-09-12,2,1
CUST-10503,29,Female,Lahore,Premium,108.61,34,13,10,24,2026-01-10,2,1
CUST-10504,67,Male,Faisalabad,Basic,24.92,69,28,10,17,2025-08-11,4,0
CUST-10505,70,Male,Peshawar,Standard,41.46,46,5,2,6,2026-04-01,4,0
CUST-10506,47,Female,Quetta,Premium,119.34,9,37,1,23,2025-10-20,4,0
CUST-10507,54,Male,Lahore,Premium,101.04,47,17,3,29,2026-02-02,1,1
CUST-10508,69,Female,Multan,Standard,49.53,51,46,3,18,2026-03-03,2,0
CUST-10509,58,Female,Multan,Premium,118.25,9,19,5,30,2025-09-26,3,1
CUST-10510,46,Female,Peshawar,Standard,45.84,72,48,1,28,2026-06-10,1,0
CUST-10511,20,Female,Multan,Premium,116.9,8,39,6,5,2025-11-13,1,1
CUST-10512,49,Male,Rawalpindi,Standard,40.04,69,30,7,11,2026-03-16,4,0
CUST-10513,47,Female,Quetta,Standard,55.09,18,12,0,15,2025-09-27,2,1
CUST-10514,70,Female,Rawalpindi,Standard,44.2,9,18,1,14,2025-10-20,3,1
CUST-10515,28,Male,Karachi,Basic,15.67,51,7,1,3,2025-12-11,4,0
CUST-10516,29,Male,Multan,Standard,59.66,67,7,1,25,2025-11-22,2,1
CUST-10517,61,Female,Islamabad,Standard,33.53,33,11,4,6,2026-06-18,4,0
CUST-10518,63,Female,Lahore,Premium,72.98,14,15,6,9,2026-03-29,5,0
CUST-10519,22,Male,Islamabad,Standard,61.44,48,7,5,28,2025-11-15,4,0
CUST-10520,21,Female,Karachi,Basic,23.3,71,44,5,15,2025-12-03,2,1
CUST-10521,40,Male,Rawalpindi,Basic,11.33,6,44,9,1,2026-06-02,2,1
CUST-10522,23,Female,Islamabad,Basic,23.07,28,24,8,15,2025-10-14,2,1
CUST-10523,60,Female,Rawalpindi,Basic,18.2,6,43,1,26,2025-07-26,3,1
CUST-10524,59,Male,Karachi,Basic,23.97,55,46,6,13,2025-07-16,3,1
CUST-10525,32,Male,Faisalabad,Premium,84.87,52,39,5,1,2026-02-08,4,0
CUST-10526,33,Female,Multan,Premium,73.58,42,36,8,28,2026-04-20,1,1
CUST-10527,47,Male,Multan,Premium,111.35,64,24,3,22,2025-07-13,2,0
CUST-10528,57,Male,Faisalabad,Basic,23.46,21,7,8,16,2025-08-07,2,1
CUST-10529,53,Male,Rawalpindi,Basic,26.49,50,19,6,28,2026-03-20,3,1
CUST-10530,37,Female,Peshawar,Standard,37.15,55,49,9,11,2026-06-05,2,1
CUST-10531,21,Male,Quetta,Basic,17.73,50,2,9,9,2026-06-06,4,0
CUST-10532,54,Male,Islamabad,Standard,56.58,34,18,10,24,2025-07-09,5,0
CUST-10533,61,Male,Quetta,Basic,10.2,72,41,5,19,2025-11-16,4,0
CUST-10534,51,Female,Quetta,Basic,15.84,20,32,4,5,2025-08-05,3,1
CUST-10535,43,Male,Rawalpindi,Premium,86.41,66,29,8,14,2026-03-09,5,0
CUST-10536,36,Male,Peshawar,Basic,22.47,62,35,2,8,2025-08-28,4,0
CUST-10537,21,Male,Karachi,Basic,19.95,58,24,10,18,2025-08-09,1,1
CUST-10538,66,Female,Rawalpindi,Standard,42.56,19,20,8,21,2026-05-07,5,0
CUST-10539,53,Male,Rawalpindi,Premium,117.82,35,47,0,29,2025-09-21,1,0
CUST-10540,61,Female,Peshawar,Premium,107.82,24,45,6,30,2025-09-01,4,0
CUST-10541,50,Male,Multan,Basic,11.29,40,10,7,20,2025-10-16,2,1
CUST-10542,62,Female,Quetta,Premium,105.15,60,22,0,12,2026-06-05,4,0
CUST-10543,31,Female,Peshawar,Premium,99.82,68,2,5,20,2025-06-30,2,1
CUST-10544,19,Female,Faisalabad,Standard,53.95,23,50,8,5,2025-11-14,4,0
CUST-10545,38,Female,Faisalabad,Basic,21.46,4,30,4,18,2025-10-16,1,1
CUST-10546,36,Male,Rawalpindi,Basic,10.23,33,27,0,3,2025-10-30,5,0
CUST-10547,62,Male,Multan,Premium,110.55,53,28,4,16,2025-07-24,4,0
CUST-10548,65,Female,Rawalpindi,Premium,115.65,47,21,9,14,2025-11-18,4,0
CUST-10549,54,Male,Faisalabad,Premium,72.32,27,11,2,24,2026-05-11,1,1
CUST-10550,38,Male,Faisalabad,Premium,85.4,44,14,0,11,2026-06-16,3,0
CUST-10551,52,Male,Karachi,Basic,18.16,10,8,8,24,2026-01-29,5,1
CUST-10552,47,Male,Quetta,Standard,42.52,36,9,9,27,2025-12-18,2,1
CUST-10553,56,Male,Quetta,Premium,116.31,14,24,5,17,2025-09-03,3,0
CUST-10554,61,Female,Rawalpindi,Basic,25.33,25,32,6,13,2026-04-03,3,1
CUST-10555,54,Male,Lahore,Basic,24.84,42,39,1,9,2025-12-27,4,0
CUST-10556,32,Male,Lahore,Standard,57.38,65,21,1,15,2025-07-08,5,0
CUST-10557,49,Male,Rawalpindi,Standard,57.42,66,7,8,6,2025-07-05,4,0
CUST-10558,48,Male,Lahore,Premium,79.68,40,10,0,25,2025-10-13,2,0
CUST-10559,32,Female,Multan,Premium,80.7,19,15,10,26,2025-11-24,5,0
CUST-10560,41,Female,Quetta,Premium,75.44,35,41,0,3,2026-05-27,2,0
CUST-10561,32,Male,Multan,Premium,82.31,32,49,6,6,2026-06-19,1,1
CUST-10562,54,Male,Multan,Standard,62.37,49,8,4,6,2025-07-27,2,1
CUST-10563,40,Female,Karachi,Premium,114.99,58,4,4,11,2026-03-04,2,1
CUST-10564,66,Female,Rawalpindi,Premium,95.1,33,43,5,6,2025-12-28,3,1
CUST-10565,66,Female,Faisalabad,Basic,16.76,49,49,10,17,2026-05-29,1,1
CUST-10566,59,Male,Multan,Premium,78.58,66,11,8,20,2026-04-25,2,1
CUST-10567,33,Male,Multan,Basic,20.85,68,34,7,15,2026-06-20,4,0
CUST-10568,51,Male,Islamabad,Premium,79.76,52,22,3,8,2025-08-07,1,0
CUST-10569,25,Female,Peshawar,Basic,17.17,69,50,9,12,2025-08-13,4,0
CUST-10570,54,Female,Quetta,Standard,69.08,9,7,0,20,2025-10-20,5,0
CUST-10571,24,Male,Peshawar,Standard,38.9,49,45,1,25,2025-10-15,4,0
CUST-10572,19,Male,Karachi,Premium,94.55,18,28,6,27,2025-12-16,3,1
CUST-10573,49,Male,Karachi,Premium,102.83,54,13,2,15,2026-01-15,2,0
CUST-10574,43,Female,Lahore,Basic,16.02,60,10,5,28,2026-05-31,5,0
CUST-10575,59,Female,Faisalabad,Standard,58.96,38,21,8,2,2025-10-02,5,0
CUST-10576,44,Female,Peshawar,Basic,20.53,3,48,10,24,2026-04-19,1,1
CUST-10577,34,Female,Multan,Standard,62.71,31,27,6,18,2026-04-10,2,1
CUST-10578,70,Female,Faisalabad,Basic,11.52,30,30,0,14,2025-10-13,3,1
CUST-10579,69,Male,Rawalpindi,Premium,71.95,28,6,4,7,2025-09-08,4,0
CUST-10580,36,Male,Karachi,Standard,59.1,12,36,8,4,2025-09-16,5,0
CUST-10581,65,Female,Faisalabad,Basic,22.47,54,2,9,8,2026-04-29,5,0
CUST-10582,28,Female,Peshawar,Basic,25.11,60,14,8,12,2025-09-21,1,1
CUST-10583,39,Female,Rawalpindi,Standard,34.32,11,23,10,8,2025-11-08,2,1
CUST-10584,30,Male,Islamabad,Standard,67.13,47,12,4,27,2026-05-28,1,1
CUST-10585,30,Female,Multan,Basic,15.33,41,23,7,10,2025-10-20,2,1
CUST-10586,47,Female,Faisalabad,Premium,116.72,20,50,1,21,2026-03-24,2,0
CUST-10587,51,Male,Multan,Basic,25.44,42,3,6,9,2026-06-15,5,0
CUST-10588,67,Female,Quetta,Standard,33.63,30,6,0,12,2025-10-25,4,0
CUST-10589,27,Female,Karachi,Standard,67.11,42,39,2,4,2026-02-20,4,0
CUST-10590,26,Male,Peshawar,Standard,67.86,34,9,8,17,2025-07-22,3,1
CUST-10591,27,Male,Multan,Standard,47.85,60,44,5,27,2025-11-03,4,0
CUST-10592,27,Male,Karachi,Premium,93.85,22,18,9,3,2026-03-21,2,1
CUST-10593,58,Female,Quetta,Standard,55.2,61,49,0,6,2025-08-10,5,0
CUST-10594,56,Female,Multan,Standard,37.36,9,36,7,7,2025-09-21,2,1
CUST-10595,20,Female,Multan,Basic,27.39,3,39,7,28,2025-07-26,2,1
CUST-10596,41,Male,Rawalpindi,Basic,24.11,19,11,6,25,2026-04-13,3,1
CUST-10597,23,Female,Quetta,Standard,55.15,47,14,3,19,2025-07-23,1,1
CUST-10598,51,Male,Islamabad,Premium,108.8,18,3,3,28,2026-05-30,4,0
CUST-10599,44,Female,Faisalabad,Basic,28.95,45,36,9,22,2025-10-19,1,1
CUST-10600,68,Male,Peshawar,Basic,13.77,12,47,0,14,2026-03-02,2,1
CUST-10601,57,Male,Faisalabad,Premium,117.37,57,25,6,20,2026-05-06,2,1
CUST-10602,18,Female,Islamabad,Standard,31.01,11,36,2,29,2025-06-28,2,0
CUST-10603,66,Male,Lahore,Basic,23.65,8,35,1,28,2025-06-24,1,1
CUST-10604,31,Male,Faisalabad,Basic,13.21,9,34,6,18,2025-08-06,2,1
CUST-10605,50,Female,Faisalabad,Standard,63.71,55,44,3,7,2025-07-16,2,0
CUST-10606,22,Male,Lahore,Premium,82.17,24,28,9,6,2026-06-05,3,0
CUST-10607,31,Female,Rawalpindi,Basic,10.7,33,17,4,18,2026-04-02,5,0
CUST-10608,27,Female,Karachi,Premium,78.43,66,49,4,23,2025-10-01,2,1
CUST-10609,50,Male,Peshawar,Premium,108.3,3,47,10,10,2025-07-30,4,1
CUST-10610,20,Female,Faisalabad,Basic,14.85,63,2,9,12,2026-03-28,5,0
CUST-10611,48,Male,Rawalpindi,Standard,42.13,6,25,3,5,2026-06-05,3,1
CUST-10612,37,Male,Lahore,Standard,53.78,37,19,5,4,2025-07-15,3,0
CUST-10613,21,Female,Rawalpindi,Basic,16.7,1,36,8,24,2025-09-29,3,1
CUST-10614,35,Male,Rawalpindi,Standard,63.16,8,24,9,30,2026-03-24,4,0
CUST-10615,25,Male,Rawalpindi,Basic,12.58,28,46,7,30,2025-08-12,1,1
CUST-10616,64,Male,Rawalpindi,Basic,22.86,47,50,6,11,2025-08-19,4,0
CUST-10617,38,Female,Islamabad,Premium,82.42,20,9,10,15,2025-07-15,2,1
CUST-10618,46,Male,Lahore,Premium,118.56,6,12,5,25,2025-11-27,2,1
